是 shi4 yu2/shi4/ling2/yu4/jue2 "是 shi4 to be (followed by substantives only); correct; right; true; (respectful acknowledgement of a command) very well; (adverb for emphatic assertion)
就是 jiu4shi4 exactly; precisely; only; simply; just; even if
不是 bu2shi5 fault; blame
还是 hai2shi5 still (as before); had better; unexpectedly; or
但是 dan4shi4 but; however" 0
会 hui4 yu4/qi2/fu2/yi4/hui4 "会 hui4 can; to have the skill; to know how to; to be likely to; to be sure to; to meet; to get together; meeting; gathering; (suffix) union; group; association
不会 bu4hui4 improbable; unlikely; will not (act, happen etc); not able; not having learned to do sth; not at all
社会 she4hui4 society
都会 du1hui4 city; metropolis
会议 hui4yi4 meeting; conference" 1
与 yu4 yu2/yu4/li4/shi4 "与 yu3 and; to give; together with
参与 can1yu4 to participate (in sth)
与其 yu3qi2 rather than...
与会 yu4hui4 to participate in a meeting
与共 yu3gong4 to experience together with sb" 2
几 ji1 ji1/bo2/ji4/bi4/lu4 "几 ji3 how much; how many; several; a few
几乎 ji1hu1 almost; nearly; practically
十几 shi2ji3 more than ten; a dozen or more
好几 hao3ji3 several; quite a few
几千 ji3qian1 several thousand" 3
事 shi4 hui4/shi4/ji4/ji2/zhi4 "事 shi4 matter; thing; item; work; affair
事情 shi4qing5 affair; matter; thing; business
故事 gu4shi5 narrative; story; tale
事件 shi4jian4 event; happening; incident
事业 shi4ye4 undertaking; project; activity; (charitable, political or revolutionary) cause; publicly funded institution, enterprise or foundation; career; occupation" 4
于 yu2 bo2/ji1/ling2/ji4/yu2 "于 yu2 to go; to take; sentence-final interrogative particle; (of time or place) in; at; on; (indicating any indirect relation) to; toward; with regard to; for; (indicating a source) from; out of
于是 yu2shi4 thereupon; as a result; consequently; thus; hence
由于 you2yu2 due to; as a result of; thanks to; owing to; since; because
对于 dui4yu2 regarding; as far as (sth) is concerned; with regard to
终于 zhong1yu2 at last; in the end; finally; eventually" 5
觉 jue2 ji4/jue2/yu2/yi4 "觉得 jue2de5 to think that ...; to feel that ...; to feel (uncomfortable etc)
感觉 gan3jue2 feeling; impression; sensation; to feel; to perceive
睡觉 shui4jiao4 to go to bed; to sleep
觉 jue2 to feel; to find that; thinking; awake; aware
发觉 fa1jue2 to become aware; to detect; to realize; to perceive" 6
其 qi2 lu4/zhi4/ling2/qi2/ji1 "其 qi2 his; her; its; their; that; such; it (refers to sth preceding it)
其实 qi2shi2 actually; in fact; really
其他 qi2ta1 other; (sth or sb) else; the rest
其中 qi2zhong1 among; in; included among these
尤其 you2qi2 especially; particularly" 7
世 shi4 bi4/yan3/bo2/shi4 "世界 shi4jie4 world
世纪 shi4ji4 century
世 shi4 life; age; generation; era; world; lifetime; epoch; descendant; noble
全世界 quan2shi4jie4 worldwide; entire world
去世 qu4shi4 to pass away; to die" 8
及 ji2 yu4/ji2/qi2 "及 ji2 and; to reach; up to; in time for
以及 yi3ji2 as well as; too; and
及时 ji2shi2 timely; at the right time; promptly; without delay
及其 ji2qi2 (conjunction linking two nouns) and its ...; and their ...; and his ...; and her ...
涉及 she4ji2 to involve; to touch upon (a topic)" 9
希 xi1 jue2/xi1/li4/yu2/yu4 "希望 xi1wang4 to wish for; to desire; hope
希 xi1 to hope; to admire
希腊 xi1la4 greece
希尔 xi1er3 hill (name); christopher hill, us undersecretary of state of east asian affairs
希奇 xi1qi2 rare; strange" 10
记 ji4 yu2/fu2/ji4/xi1 "记者 ji4zhe3 reporter; journalist
记得 ji4de5 to remember
记 ji4 to record; to note; to memorize; to remember; mark; sign; classifier for blows, kicks, shots
记忆 ji4yi4 to remember; to recall; memory
记录 ji4lu4 to record; record (written account); note-taker; record (in sports etc)" 11
路 lu4 lu4/ji4/yi4/ji1/hui4 "路 lu4 road; journey; route; line (bus etc); sort; kind
路上 lu4shang5 on the road; on a journey; road surface
道路 dao4lu4 road; path; way
一路 yi1lu4 the whole journey; all the way; going the same way; going in the same direction; of the same kind
马路 ma3lu4 street; road" 12
市 shi4 yan3/shi4/qi2/ji4 "市场 shi4chang3 marketplace; market (also in abstract)
城市 cheng2shi4 city; town
市 shi4 market; city
市民 shi4min2 city resident
上市 shang4shi4 to hit the market (of a new product); to float (a company on the stock market)" 13
必 bi4 yu2/shi4/ji2/bi4/hui4 "必须 bi4xu1 to have to; must; compulsory; necessarily
必要 bi4yao4 necessary; essential; indispensable; required
必 bi4 certainly; must; will; necessarily
不必 bu4bi4 need not; does not have to; not necessarily
必然 bi4ran2 inevitable; certain; necessity" 14
眼 yan3 shi4/yan3/ling2/ji4/xi1 "眼睛 yan3jing5 eye
眼 yan3 eye; small hole; crux (of a matter); classifier for big hollow things (wells, stoves, pots etc)
眼前 yan3qian2 before one's eyes; now; at present
眼泪 yan3lei4 tears; crying
眼神 yan3shen2 expression or emotion showing in one's eyes; meaningful glance; wink; eyesight (dialect)" 15
至 zhi4 yi4/zhi4/shi4/li4 "甚至 shen4zhi4 even; so much so that
至 zhi4 to arrive; most; to; until
至少 zhi4shao3 at least; (to say the) least
至今 zhi4jin1 so far; to this day; until now
至于 zhi4yu2 as for; as to; to go so far as to" 16
历 li4 li4/ling2/bo2/jue2/yan3 "历史 li4shi3 history
经历 jing1li4 experience; to experience; to go through
学历 xue2li4 educational background; academic qualifications
历 li4 calendar; to experience; to undergo; to pass through; all; each; every; history
简历 jian3li4 curriculum vitae (cv); biographical notes" 17
技 ji4 yan3/ji4/fu2/bi4/bo2 "技术 ji4shu4 technology; technique; skill
科技 ke1ji4 science and technology
技巧 ji4qiao3 skill; technique
技能 ji4neng2 technical ability; skill
技 ji4 skill" 18
继 ji4 ji2/ji4/yu2/ling2 "继续 ji4xu4 to continue; to proceed with; to go on with
继 ji4 to continue; to follow after; to go on with; to succeed; to inherit; then; afterwards
继承 ji4cheng2 to inherit; to succeed to (the throne etc); to carry on (a tradition etc)
相继 xiang1ji4 in succession; following closely
继而 ji4er2 then; afterwards" 19
服 fu2 xi1/yu2/ling2/shi4/fu2 "服务 fu2wu4 to serve; service
衣服 yi1fu5 clothes
舒服 shu1fu5 comfortable; feeling well
服装 fu2zhuang1 dress; clothing; costume; clothes
服 fu2 clothes; dress; garment; to serve (in the military, a prison sentence etc); to obey; to be convinced (by an argument); to convince; to admire; to acclimatize; to take (medicine); mourning clothes; to wear mourning clothes" 20
决 jue2 ji1/jue2/bo2/yu4 "决定 jue2ding4 to decide (to do something); to resolve; decision; certainly
解决 jie3jue2 to solve; to resolve; to settle (a problem); to eliminate; to wipe out (an enemy, bandits etc)
决不 jue2bu4 not at all; simply (can) not
坚决 jian1jue2 firm; resolute; determined
决心 jue2xin1 determination; resolution; determined; firm and resolute; to make up one's mind" 21
令 ling2 qi2/li4/zhi4/ling2 "令 ling4 to order; to command; an order; warrant; writ; to cause; to make sth happen; virtuous; honorific title; season; type of short song or poem
命令 ming4ling4 order; command
下令 xia4ling4 to give an order; to command
指令 zhi3ling4 order; command; instruction
司令 si1ling4 commanding officer" 22
机 ji1 lu4/hui4/bo2/ling2/ji1 "手机 shou3ji1 cell phone; mobile phone
机 ji1 (bound form) machine; mechanism; (bound form) aircraft; (bound form) an opportunity; (bound form) crucial point; pivot; (bound form) quick-witted; flexible; (bound form) organic
司机 si1ji1 chauffeur; driver
飞机 fei1ji1 airplane
机构 ji1gou4 mechanism; structure; organization; agency; institution" 23
似 shi4 hui4/shi4/zhi4/jue2 "似乎 si4hu1 it seems; seemingly; as if
似的 shi4de5 seems as if; rather like
类似 lei4si4 similar; analogous
似 si4 to seem; to appear; to resemble; similar; -like; pseudo-; (more) than
相似 xiang1si4 similar; alike" 24
即 ji2 yi4/ji2/xi1/qi2/hui4 "即 ji2 namely; that is; i.e.; prompt; at once; at present; even if; prompted (by the occasion); to approach; to come into contact; to assume (office); to draw near
即使 ji2shi3 even if; even though
立即 li4ji2 immediately
即将 ji2jiang1 on the eve of; to be about to; to be on the verge of
即可 ji2ke3 can then (do sth); can immediately (do sth); (do sth) and that will suffice" 25
极 ji2 jue2/fu2/li4/ji2/qi2 "极 ji2 extremely; pole (geography, physics); utmost; top
积极 ji1ji2 active; energetic; vigorous; positive (outlook); proactive
极其 ji2qi2 extremely
极为 ji2wei2 extremely; exceedingly
极端 ji2duan1 extreme" 26
西 xi1 yu2/xi1/yu4/ling2 "东西 dong1xi5 thing; stuff; person
西 xi1 the west; spanish; west
西方 xi1fang1 the west; the occident; western countries
西藏 xi1zang4 tibet
西部 xi1bu4 western part" 27
系 ji4 ji4/yu2/bi4 "关系 guan1xi5 relation; relationship; to concern; to affect; to have to do with; guanxi
联系 lian2xi4 connection; contact; relation; to get in touch with; to integrate; to link; to touch
系统 xi4tong3 system
系 xi4 to connect; to relate to; to tie up; to bind; to be (literary); system; department; faculty; to connect; to arrest; to worry
系列 xi4lie4 series; set" 28
毕 bi4 bi4/lu4/ji1/ji4 "毕业 bi4ye4 graduation; to graduate; to finish school
毕竟 bi4jing4 after all; all in all; when all is said and done; in the final analysis
毕业生 bi4ye4sheng1 graduate
毕 bi4 the whole of; to finish; to complete; complete; full; finished
完毕 wan2bi4 to finish; to end; to complete" 29
意 yi4 lu4/yu4/yi4/bi4/qi2 "注意 zhu4yi4 to take note of; to pay attention to
意思 yi4si5 idea; opinion; meaning; wish; desire; interest; fun; token of appreciation, affection etc; to give as a small token; to do sth as a gesture of goodwill etc
意义 yi4yi4 sense; meaning; significance; importance
意 yi4 italy; idea; meaning; thought; to think; wish; desire; intention; to expect; to anticipate
同意 tong2yi4 to agree; to consent; to approve" 30
计 ji4 ji4/xi1/lu4/fu2/hui4 "设计 she4ji4 to design; to plan; design; plan
计划 ji4hua4 plan; project; program; to plan; to map out
估计 gu1ji4 to estimate; to reckon; (coll.) to suppose
计算机 ji4suan4ji1 computer
统计 tong3ji4 statistics; to count; to add up" 31
基 ji1 bi4/lu4/ling2/ji1/yu2 "基本 ji1ben3 basic; fundamental; main; elementary
基础 ji1chu3 base; foundation; basis; basic; fundamental
基 ji1 (bound form) base; foundation; (bound form) radical (chemistry)
基本上 ji1ben3shang5 basically; on the whole
基地 ji1di4 base (of operations); industrial or military base; al-qaeda" 32
击 ji1 li4/ji1/xi1/fu2/hui4 "击 ji1 to hit; to strike; to break
打击 da3ji1 to hit; to strike; to attack; to crack down on sth; blow; (psychological) shock; percussion (music)
攻击 gong1ji1 to attack; to accuse; to charge; an attack (terrorist or military)
冲击 chong1ji1 to attack; to batter; (of waves) to pound against; shock; impact
袭击 xi2ji1 attack (esp. surprise attack); raid; to attack" 33
艺 yi4 bo2/bi4/shi4/ji4/yi4 "艺术 yi4shu4 art
文艺 wen2yi4 literature and art
艺 yi4 skill; art
工艺 gong1yi4 arts and crafts; industrial arts
艺人 yi4ren2 performing artist; actor" 34
期 ji1 yan3/ji1/qi2/ji4 "期 qi1 period; cycle; a period of time; phase; stage; classifier for issues of a periodical, courses of study; time; term; period; to hope
时期 shi2qi1 period; phase
期间 qi1jian1 period of time; time; time period; period
日期 ri4qi1 date
星期 xing1qi1 week; day of the week; sunday" 35
试 shi4 yu4/bo2/ling2/jue2/shi4 "考试 kao3shi4 to take an exam; exam
试 shi4 to test; to try; experiment; examination; test
测试 ce4shi4 to test (machinery etc); to test (students); test; quiz; exam; beta (software)
面试 mian4shi4 to be interviewed (as a candidate); interview
尝试 chang2shi4 to try; to attempt" 36
既 ji4 ji4/yu4/bi4/jue2/ji1 "既 ji4 already; since; both... (and...)
既然 ji4ran2 since; as; this being the case
既是 ji4shi4 is both ...(and...); since; as; being the case that
既定 ji4ding4 already fixed; set; established
既已 ji4yi3 already" 37
利 li4 qi2/jue2/li4/xi1/fu2 "利 li4 sharp; favorable; advantage; benefit; profit; interest; to do good to; to benefit
利用 li4yong4 to exploit; to make use of; to use; to take advantage of; to utilize
利益 li4yi4 benefit; (in sb's) interest
权利 quan2li4 right (i.e. an entitlement to sth)
顺利 shun4li4 smoothly; without a hitch" 38
级 ji2 ling2/ji1/ji2/yu4 "级 ji2 level; grade; rank; step (of stairs); classifier: step, level
年级 nian2ji2 grade; year (in school, college etc)
高级 gao1ji2 high level; high grade; advanced; high-ranking
超级 chao1ji2 super-; ultra-; hyper-
等级 deng3ji2 grade; rank; status" 39
余 yu2 ji4/li4/yu2/qi2 "余 yu2 (literary) i; me; extra; surplus; remaining; remainder after division; (following numerical value) or more; in excess of (some number); residue (math.); after; i; me
其余 qi2yu2 the rest; the others; remaining; remainder; apart from them
业余 ye4yu2 in one's spare time; outside working hours; amateur (historian etc)
多余 duo1yu2 superfluous; unnecessary; surplus
剩余 sheng4yu2 remainder; surplus" 40
鱼 yu2 lu4/li4/fu2/yu2/bi4 "鱼 yu2 fish
钓鱼 diao4yu2 to fish (with line and hook); to dupe
鱼鳞 yu2lin2 fish scales
金鱼 jin1yu2 goldfish
鳄鱼 e4yu2 alligator; crocodile" 41
亿 yi4 ling2/yi4/yan3/jue2/hui4 "亿 yi4 100 million
亿万 yi4wan4 millions and millions
万亿 wan4yi4 trillion
十亿 shi2yi4 one billion; giga-
千亿 qian1yi4 myriads; hundred billion" 42
式 shi4 yu2/bi4/lu4/shi4/ji2 "方式 fang1shi4 way; manner; style; mode; pattern
式 shi4 type; form; pattern; style
形式 xing2shi4 outer appearance; form; shape; formality
正式 zheng4shi4 formal; official
模式 mo2shi4 mode; method; pattern" 43
易 yi4 yi4/zhi4/fu2/jue2/yu4 "容易 rong2yi4 easy; straightforward; likely; liable to; apt to
易 yi4 easy; amiable; to change; to exchange
贸易 mao4yi4 (commercial) trade
交易 jiao1yi4 to deal; to trade; to transact; transaction; deal
不易 bu4yi4 not easy to do sth; difficult; unchanging" 44
遇 yu4 fu2/shi4/yu4/ling2/li4 "遇到 yu4dao4 to meet; to run into; to come across
遇 yu4 to meet; to encounter; to treat; to receive; opportunity; chance
遭遇 zao1yu4 to meet with; to encounter; (bitter) experience
待遇 dai4yu4 treatment; pay; salary; status; rank
遇上 yu4shang4 to come across (sb); to run into" 45
博 bo2 lu4/zhi4/hui4/bo2/yu2 "博 bo2 extensive; ample; rich; obtain; aim; to win; to get; plentiful; to gamble
博士 bo2shi4 doctor; court academician (in feudal china); ph.d.
博物馆 bo2wu4guan3 museum
赌博 du3bo2 to gamble
博得 bo2de2 to win; to gain" 46
绝 jue2 yu2/lu4/jue2/yu4/fu2 "绝对 jue2dui4 absolute; unconditional
拒绝 ju4jue2 to refuse; to decline; to reject
绝不 jue2bu4 in no way; not in the least; absolutely not
绝 jue2 to cut short; extinct; to disappear; to vanish; absolutely; by no means
绝望 jue2wang4 to despair; to give up all hope; desperate; desperation" 47
亦 yi4 lu4/yu2/shi4/yi4/xi1 "亦 yi4 also
亦即 yi4ji2 namely; that is" 48
力 li4 bi4/qi2/yan3/hui4/li4 "能力 neng2li4 capability; ability
努力 nu3li4 to make an effort; to try hard; to strive; hard-working; conscientious
力 li4 power; force; strength; ability; strenuously
力量 li4liang5 power; force; strength
压力 ya1li4 pressure" 49
制 zhi4 zhi4/bo2/ling2/lu4/yan3 "控制 kong4zhi4 to control
制度 zhi4du4 system (e.g. political, adminstrative etc); institution
制作 zhi4zuo4 to make; to manufacture
制 zhi4 system; to control; to regulate; to manufacture; to make
制造 zhi4zao4 to manufacture; to make" 50
集 ji2 yi4/zhi4/ji4/ji2 "集 ji2 to gather; to collect; collected works; classifier for sections of a tv series etc: episode
集中 ji2zhong1 to concentrate; to centralize; to focus; centralized; concentrated; to put together
集团 ji2tuan2 group; bloc; corporation; conglomerate
集体 ji2ti3 collective (decision); joint (effort); a group; a team; en masse; as a group
收集 shou1ji2 to gather; to collect" 51
急 ji2 yan3/bo2/ji2/ling2/zhi4 "急 ji2 urgent; pressing; rapid; hurried; worried; to make (sb) anxious
着急 zhao2ji2 to worry; to feel anxious; to feel a sense of urgency; to be in a hurry
紧急 jin3ji2 urgent; emergency
急忙 ji2mang2 hastily
焦急 jiao1ji2 anxiety; anxious" 52
质 zhi4 zhi4/shi4/ji1/li4/ji2 "质量 zhi4liang4 quality; (physics) mass
素质 su4zhi4 inner quality; basic essence
物质 wu4zhi4 matter; substance; material; materialistic
质 zhi4 character; nature; quality; plain; to pawn; pledge; hostage; to question
性质 xing4zhi4 nature; characteristic" 53
奇 ji1 xi1/ji4/fu2/shi4/ji1 "奇怪 qi2guai4 strange; odd; to marvel; to be baffled
奇 ji1 odd (number)
好奇 hao4qi2 inquisitive; curious; inquisitiveness; curiosity
奇迹 qi2ji4 miracle; miraculous; wonder; marvel
传奇 chuan2qi2 legendary; fantasy saga; romance; short stories of the tang and song dynasty" 54
奇 qi2 yu2/hui4/ji1/ji4/qi2 "奇怪 qi2guai4 strange; odd; to marvel; to be baffled
奇 ji1 odd (number)
好奇 hao4qi2 inquisitive; curious; inquisitiveness; curiosity
奇迹 qi2ji4 miracle; miraculous; wonder; marvel
传奇 chuan2qi2 legendary; fantasy saga; romance; short stories of the tang and song dynasty" 55
立 li4 yi4/li4/ji4/ling2/ji1 "建立 jian4li4 to establish; to set up; to found
立刻 li4ke4 forthwith; immediate; prompt; promptly; straightway; thereupon; at once
立即 li4ji2 immediately
成立 cheng2li4 to establish; to set up; to be tenable; to hold water
立 li4 to stand; to set up; to establish; to lay down; to draw up; at once; immediately" 56
福 fu2 fu2/bi4/xi1/qi2/hui4 "幸福 xing4fu2 happiness; happy; blessed
福 fu2 good fortune; happiness; luck
祝福 zhu4fu2 blessings; to wish sb well
托福 tuo1fu2 toefl; test of english as a foreign language
福利 fu2li4 material benefit; benefit in kind; (social) welfare" 57
鸡 ji1 fu2/li4/ji4/zhi4/ji1 "鸡 ji1 fowl; chicken; (slang) prostitute
鸡蛋 ji1dan4 (chicken) egg; hen's egg
小鸡 xiao3ji1 chick
公鸡 gong1ji1 cock; rooster
母鸡 mu3ji1 hen" 58
欲 yu4 yu4/yan3/qi2/yu2 "欲 yu4 desire; appetite; passion; lust; greed; to wish for; to desire
欲望 yu4wang4 desire; longing; appetite; craving
性欲 xing4yu4 sexual desire; lust
情欲 qing2yu4 lust; desire; sensual
食欲 shi2yu4 appetite" 59
演 yan3 ling2/bo2/yan3/ji4 "演出 yan3chu1 to act (in a play); to perform; to put on (a performance); performance; concert; show
表演 biao3yan3 play; show; performance; exhibition; to perform; to act; to demonstrate
演员 yan3yuan2 actor or actress; performer
导演 dao3yan3 to direct; director (film etc)
演 yan3 to develop; to evolve; to practice; to perform; to play; to act" 60
积 ji1 ji4/ji2/zhi4/bi4/ji1 "积极 ji1ji2 active; energetic; vigorous; positive (outlook); proactive
面积 mian4ji1 area (of a floor, piece of land etc); surface area; tract of land
积分 ji1fen1 integral (calculus); accumulated points (in sports, at school etc); total credits earned by student; bonus points in a benefit scheme
积累 ji1lei3 to accumulate; accumulation; cumulative; cumulatively
积 ji1 to amass; to accumulate; to store; measured quantity (such as area of volume); product (the result of multiplication); to integrate (math.); to solve (or integrate) an ordinary differential equation (math.); old; long-standing" 61
适 shi4 qi2/ling2/shi4/yu2 "适合 shi4he2 to fit; to suit
适应 shi4ying4 to adapt; to fit; to suit
合适 he2shi4 suitable; fitting; appropriate
适当 shi4dang4 suitable; appropriate
适用 shi4yong4 to be applicable" 62
丽 li4 li4/fu2/zhi4/ji2 "美丽 mei3li4 beautiful
丽 li2 korea
华丽 hua2li4 gorgeous
玛丽 ma3li4 mary or marie (name); mali
丽江 li4jiang1 lijiang prefecture-level city in northwest yunnan" 63
治 zhi4 yu2/ji1/ji2/jue2/zhi4 "政治 zheng4zhi4 politics; political
治疗 zhi4liao2 to treat (an illness); medical treatment; therapy
治 zhi4 to rule; to govern; to manage; to control; to harness (a river); to treat (a disease); to wipe out (a pest); to punish; to research
统治 tong3zhi4 to rule (a country); to govern; rule; regime
治安 zhi4an1 law and order; public security" 64
吸 xi1 ji1/ling2/xi1/li4/qi2 "吸引 xi1yin3 to attract; to appeal to; to fascinate
呼吸 hu1xi1 to breathe
吸 xi1 to breathe; to suck in; to absorb; to inhale
吸收 xi1shou1 to absorb; to assimilate; to ingest; to recruit
吸烟 xi1yan1 to smoke" 65
於 yu2 qi2/bi4/yu2/ji1  66
娱 yu2 yu4/hui4/ling2/yu2/ji2 "娱乐 yu2le4 to entertain; to amuse; entertainment; recreation; amusement; hobby; fun; joy
娱 yu2 to amuse
自娱 zi4yu2 to amuse oneself
文娱 wen2yu2 cultural recreation; entertainment
欢娱 huan1yu2 to amuse; to divert; happy; joyful; pleasure; amusement" 67
吉 ji2 ling2/shi4/jue2/ji2 "吉 ji2 lucky
吉林 ji2lin2 also jilin prefecture-level city, jilin province
吉祥 ji2xiang2 lucky; auspicious; propitious
吉利 ji2li4 geely, chinese car make; auspicious; lucky; propitious
吉它 ji2ta1 a guitar" 68
